label,video,audio,conf_old,conf_new,diff,dist_old,dist_new
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_03_-693ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_03_-693ms/audio.wav,4.678436517715454,0.9628415107727051,-3.715595006942749,1.0643126964569092,1.807431697845459
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_00_-312ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_00_-312ms/audio.wav,7.02852725982666,1.5173143148422241,-5.511212944984436,0.594294548034668,1.6965371370315552
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_02_-780ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133456/neg_02_-780ms/audio.wav,5.538843274116516,3.1343209743499756,-2.4045222997665405,0.8922313451766968,1.3731358051300049
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_03_+379ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_03_+379ms/audio.wav,5.117212533950806,1.178147792816162,-3.9390647411346436,0.9765574932098389,1.7643704414367676
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_00_+274ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_00_+274ms/audio.wav,5.117212533950806,1.178147792816162,-3.9390647411346436,0.9765574932098389,1.7643704414367676
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_02_+564ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_02_+564ms/audio.wav,5.117212533950806,1.178147792816162,-3.9390647411346436,0.9765574932098389,1.7643704414367676
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_01_+798ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_01_+798ms/audio.wav,5.117212533950806,1.178147792816162,-3.9390647411346436,0.9765574932098389,1.7643704414367676
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_04_-356ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133559/neg_04_-356ms/audio.wav,6.506621837615967,5.4976847767829895,-1.0089370608329773,0.6986756324768066,0.9004630446434021
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_04_+343ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_04_+343ms/audio.wav,8.064368963241577,0.9017539024353027,-7.162615060806274,0.38712620735168457,1.8196492195129395
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_00_+396ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_00_+396ms/audio.wav,8.064368963241577,0.9017539024353027,-7.162615060806274,0.38712620735168457,1.8196492195129395
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_02_+640ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_02_+640ms/audio.wav,8.064368963241577,0.9017539024353027,-7.162615060806274,0.38712620735168457,1.8196492195129395
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_03_+495ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_03_+495ms/audio.wav,8.064368963241577,0.9017539024353027,-7.162615060806274,0.38712620735168457,1.8196492195129395
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_01_+568ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133338/neg_01_+568ms/audio.wav,8.064368963241577,0.9017539024353027,-7.162615060806274,0.38712620735168457,1.8196492195129395
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_01_-784ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_01_-784ms/audio.wav,2.073822021484375,0.881926417350769,-1.191895604133606,1.585235595703125,1.8236147165298462
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_04_+539ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_04_+539ms/audio.wav,2.6051300764083862,1.1156749725341797,-1.4894551038742065,1.4789739847183228,1.776865005493164
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_00_-783ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_00_-783ms/audio.wav,2.364467978477478,0.6563049554824829,-1.7081630229949951,1.5271064043045044,1.8687390089035034
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_03_-272ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_03_-272ms/audio.wav,1.6550618410110474,1.676669716835022,0.02160787582397461,1.6689876317977905,1.6646660566329956
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_02_-705ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133413/neg_02_-705ms/audio.wav,1.6487020254135132,0.9565764665603638,-0.6921255588531494,1.6702595949172974,1.8086847066879272
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_00_-591ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_00_-591ms/audio.wav,7.003949880599976,3.5834908485412598,-3.420459032058716,0.5992100238800049,1.283301830291748
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_01_-474ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_01_-474ms/audio.wav,7.0645976066589355,3.8245904445648193,-3.240007162094116,0.5870804786682129,1.2350819110870361
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_03_-321ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_03_-321ms/audio.wav,5.709662735462189,2.6122742891311646,-3.097388446331024,0.8580674529075623,1.477545142173767
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_04_+511ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_04_+511ms/audio.wav,6.8817877769470215,1.3530731201171875,-5.528714656829834,0.6236424446105957,1.7293853759765625
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_02_-715ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133314/neg_02_-715ms/audio.wav,6.901080012321472,3.3039838075637817,-3.5970962047576904,0.6197839975357056,1.3392032384872437
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_03_-348ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_03_-348ms/audio.wav,3.6625325679779053,3.7472641468048096,0.0847315788269043,1.267493486404419,1.250547170639038
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_00_+678ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_00_+678ms/audio.wav,3.649328351020813,2.6552611589431763,-0.9940671920776367,1.2701343297958374,1.4689477682113647
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_04_+707ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_04_+707ms/audio.wav,3.649328351020813,2.6552611589431763,-0.9940671920776367,1.2701343297958374,1.4689477682113647
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_02_-202ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_02_-202ms/audio.wav,1.8878114223480225,1.232147216796875,-0.6556642055511475,1.6224377155303955,1.753570556640625
negative,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_01_+504ms/video.mp4,/Users/hansalang/Downloads/video-detect-main/romance_detection/syncnet_data/negative/20260221_133518/neg_01_+504ms/audio.wav,3.649328351020813,2.6552611589431763,-0.9940671920776367,1.2701343297958374,1.4689477682113647
